Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Africa Eastern and Southern,AFE,2.4,3.26923076923077,3.76923076923077,4.34615384615385,4.42307692307692,4.5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Africa Western and Central,AFW,1.13636363636364,1.22727272727273,1.27272727272727,1.54545454545455,1.95454545454545,3.18181818181818,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Arab World,ARB,3.47619047619048,3.54545454545455,3.77272727272727,4.13636363636364,4.27272727272727,4.54545454545455,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Caribbean small states,CSS,0,0,0.727272727272727,0.727272727272727,0.727272727272727,0.727272727272727,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Central Europe and the Baltics,CEB,6.27272727272727,6.36363636363636,6.54545454545455,6.81818181818182,6.81818181818182,6.72727272727273,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Early-demographic dividend,EAR,4.29508196721311,4.57377049180328,4.75409836065574,4.9344262295082,5.01639344262295,5.29508196721311,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,East Asia & Pacific,EAS,4.10344827586207,4.62068965517241,4.68965517241379,4.75862068965517,4.82758620689655,4.89655172413793,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,East Asia & Pacific (excluding high income),EAP,3.15,3.85,3.9,4,4.05,4.1,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,East Asia & Pacific (IDA & IBRD countries),TEA,3,3.66666666666667,3.71428571428571,3.80952380952381,3.85714285714286,3.9047619047619,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Euro area,EMU,5.7,5.85,6.1,6.25,6.3,6.25,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Europe & Central Asia,ECS,6.16326530612245,6.26530612244898,6.30612244897959,6.40816326530612,6.44,6.46,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Europe & Central Asia (excluding high income),ECA,6.47058823529412,6.58823529411765,6.64705882352941,6.70588235294118,6.88235294117647,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Europe & Central Asia (IDA & IBRD countries),TEC,6.5,6.59090909090909,6.63636363636364,6.68181818181818,6.81818181818182,6.86363636363636,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,European Union,EUU,5.81481481481481,5.92592592592593,6.11111111111111,6.25925925925926,6.2962962962963,6.25925925925926,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Fragile and conflict affected situations,FCS,1.64864864864865,1.84210526315789,1.84210526315789,1.97368421052632,2.02631578947368,2.47368421052632,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Heavily indebted poor countries (HIPC),HPC,1.44736842105263,1.74358974358974,2.17948717948718,2.61538461538462,2.84615384615385,3.69230769230769,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,High income,HIC,5.58064516129032,5.7258064516129,5.96774193548387,6.06451612903226,6.09523809523809,6.15873015873016,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,IBRD only,IBD,5.53030303030303,5.66666666666667,5.78787878787879,5.90909090909091,6.01515151515152,6.04545454545455,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,IDA & IBRD total,IBT,3.5531914893617,3.83802816901408,4.04929577464789,4.27464788732394,4.40140845070423,4.72535211267606,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,IDA blend,IDB,2.58823529411765,3.35294117647059,3.29411764705882,3.70588235294118,3.82352941176471,3.94117647058824,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,IDA only,IDX,1.58620689655172,1.93220338983051,2.32203389830508,2.61016949152542,2.76271186440678,3.47457627118644,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,IDA total,IDA,1.81333333333333,2.25,2.53947368421053,2.85526315789474,3,3.57894736842105,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Late-demographic dividend,LTE,5.70833333333333,5.97916666666667,6.22916666666667,6.29166666666667,6.41666666666667,6.54166666666667,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Latin America & Caribbean,LCN,4.72727272727273,4.75757575757576,4.96969696969697,4.96969696969697,5.03030303030303,5.18181818181818,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Latin America & Caribbean (excluding high income),LAC,5.13636363636364,5.18181818181818,5.13636363636364,5.13636363636364,5.22727272727273,5.45454545454545,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Latin America & the Caribbean (IDA & IBRD countries),TLA,4.80645161290323,4.83870967741935,5.06451612903226,5.06451612903226,5.12903225806452,5.29032258064516,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Least developed countries: UN classification,LDC,0.744186046511628,1.15909090909091,1.5,1.81818181818182,1.84090909090909,2.77272727272727,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Low & middle income,LMY,3.48412698412698,3.77165354330709,3.94488188976378,4.19685039370079,4.33858267716535,4.70866141732283,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Low income,LIC,0.541666666666667,0.84,0.84,1.36,1.36,2.08,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Lower middle income,LMC,3.17647058823529,3.74509803921569,4.19607843137255,4.50980392156863,4.74509803921569,5.29411764705882,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Middle East & North Africa,MEA,4.14285714285714,4.19047619047619,4.57142857142857,5,5.14285714285714,5.38095238095238,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Middle East & North Africa (excluding high income),MNA,3.15384615384615,3.23076923076923,3.46153846153846,4,4.07692307692308,4.15384615384615,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Middle East & North Africa (IDA & IBRD countries),TMN,2.83333333333333,2.83333333333333,3.08333333333333,3.66666666666667,3.75,3.83333333333333,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Middle income,MIC,4.17647058823529,4.49019607843137,4.70588235294118,4.8921568627451,5.06862745098039,5.35294117647059,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,North America,NAC,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Not classified,INX,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,OECD members,OED,6.60526315789474,6.63157894736842,6.68421052631579,6.78947368421053,6.81578947368421,6.86842105263158,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Other small states,OSS,4.11111111111111,4.66666666666667,4.94444444444444,5.05555555555556,5.44444444444444,5.44444444444444,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Pacific island small states,PSS,1.22222222222222,1.33333333333333,0.777777777777778,0.888888888888889,0.888888888888889,0.888888888888889,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Post-demographic dividend,PST,5.86111111111111,5.86111111111111,6,6.11111111111111,6.13888888888889,6.13888888888889,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Pre-demographic dividend,PRE,0.722222222222222,1.21621621621622,1.45945945945946,2,2.24324324324324,3,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Small states,SST,2.23684210526316,2.52631578947368,2.73684210526316,2.81578947368421,3,3,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,South Asia,SAS,3.375,3.375,3.875,4,4,5.125,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,South Asia (IDA & IBRD),TSA,3.375,3.375,3.875,4,4,5.125,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Sub-Saharan Africa,SSF,1.80851063829787,2.33333333333333,2.625,3.0625,3.29166666666667,3.89583333333333,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Sub-Saharan Africa (excluding high income),SSA,1.84782608695652,2.27659574468085,2.57446808510638,3.02127659574468,3.25531914893617,3.87234042553191,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Sub-Saharan Africa (IDA & IBRD countries),TSS,1.80851063829787,2.33333333333333,2.625,3.0625,3.29166666666667,3.89583333333333,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Upper middle income,UMC,5.17647058823529,5.23529411764706,5.2156862745098,5.27450980392157,5.3921568627451,5.41176470588235,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,World,WLD,4.19047619047619,4.42631578947368,4.62105263157895,4.82105263157895,4.93193717277487,5.19895287958115,..,..,..,..
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,
Last Updated: 01/28/2025,,,,,,,,,,,,,
